keys,en,ja,fr,de,es,it,ko,zh_HK,zh
503,Samurott,ダイケンキ,Clamiral,Admurai,Samurott,Samurott,대검귀,大劍鬼,大剑鬼
504,Patrat,ミネズミ,Ratentif,Nagelotz,Patrat,Patrat,보르쥐,探探鼠,探探鼠
505,Watchog,ミルホッグ,Miradar,Kukmarda,Watchog,Watchog,보르그,步哨鼠,步哨鼠
506,Lillipup,ヨーテリー,Ponchiot,Yorkleff,Lillipup,Lillipup,요테리,小約克,小约克
507,Herdier,ハーヂリア,Ponchien,Terribark,Herdier,Herdier,하데리어,哈約克,哈约克
508,Stoutland,ムーランド,Mastouffe,Bissbark,Stoutland,Stoutland,바랜드,長毛狗,长毛狗
509,Purrloin,チョロネコ,Chacripan,Felilou,Purrloin,Purrloin,쌔비냥,扒手貓,扒手猫
510,Liepard,レパルダス,Léopardus,Kleoparda,Liepard,Liepard,레파르다스,酷豹,酷豹
511,Pansage,ヤナップ,Feuillajou,Vegimak,Pansage,Pansage,야나프,花椰猴,花椰猴
512,Simisage,ヤナッキー,Feuiloutan,Vegichita,Simisage,Simisage,야나키,花椰猿,花椰猿
513,Pansear,バオップ,Flamajou,Grillmak,Pansear,Pansear,바오프,爆香猴,爆香猴
514,Simisear,バオッキー,Flamoutan,Grillchita,Simisear,Simisear,바오키,爆香猿,爆香猿
515,Panpour,ヒヤップ,Flotajou,Sodamak,Panpour,Panpour,앗차프,冷水猴,冷水猴
516,Simipour,ヒヤッキー,Flotoutan,Sodachita,Simipour,Simipour,앗차키,冷水猿,冷水猿
517,Munna,ムンナ,Munna,Somniam,Munna,Munna,몽나,食夢夢,食梦梦
518,Musharna,ムシャーナ,Mushana,Somnivora,Musharna,Musharna,몽얌나,夢夢蝕,梦梦蚀
519,Pidove,マメパト,Poichigeon,Dusselgurr,Pidove,Pidove,콩둘기,豆豆鴿,豆豆鸽
520,Tranquill,ハトーポー,Colombeau,Navitaub,Tranquill,Tranquill,유토브,咕咕鴿,咕咕鸽
521,Unfezant,ケンホロウ,Déflaisan,Fasasnob,Unfezant,Unfezant,켄호로우,高傲雉雞,高傲雉鸡
522,Blitzle,シママ,Zébibron,Elezeba,Blitzle,Blitzle,줄뮤마,斑斑馬,斑斑马
523,Zebstrika,ゼブライカ,Zéblitz,Zebritz,Zebstrika,Zebstrika,제브라이카,雷電斑馬,雷电斑马
524,Roggenrola,ダンゴロ,Nodulithe,Kiesling,Roggenrola,Roggenrola,단굴,石丸子,石丸子
525,Boldore,ガントル,Géolithe,Sedimantur,Boldore,Boldore,암트르,地幔岩,地幔岩
526,Gigalith,ギガイアス,Gigalithe,Brockoloss,Gigalith,Gigalith,기가이어스,龐岩怪,庞岩怪
527,Woobat,コロモリ,Chovsourir,Fleknoil,Woobat,Woobat,또르박쥐,滾滾蝙蝠,滚滚蝙蝠
528,Swoobat,ココロモリ,Rhinolove,Fletiamo,Swoobat,Swoobat,맘박쥐,心蝙蝠,心蝙蝠
529,Drilbur,モグリュー,Rototaupe,Rotomurf,Drilbur,Drilbur,두더류,螺釘地鼠,螺钉地鼠
530,Excadrill,ドリュウズ,Minotaupe,Stalobor,Excadrill,Excadrill,몰드류,龍頭地鼠,龙头地鼠
531,Audino,タブンネ,Nanméouïe,Ohrdoch,Audino,Audino,다부니,差不多娃娃,差不多娃娃
532,Timburr,ドッコラー,Charpenti,Praktibalk,Timburr,Timburr,으랏차,搬運小匠,搬运小匠
533,Gurdurr,ドテッコツ,Ouvrifier,Strepoli,Gurdurr,Gurdurr,토쇠골,鐵骨土人,铁骨土人
534,Conkeldurr,ローブシン,Bétochef,Meistagrif,Conkeldurr,Conkeldurr,노보청,修建老匠,修建老匠
535,Tympole,オタマロ,Tritonde,Schallquap,Tympole,Tympole,동챙이,圓蝌蚪,圆蝌蚪
536,Palpitoad,ガマガル,Batracné,Mebrana,Palpitoad,Palpitoad,두까비,藍蟾蜍,蓝蟾蜍
537,Seismitoad,ガマゲロゲ,Crapustule,Branawarz,Seismitoad,Seismitoad,두빅굴,蟾蜍王,蟾蜍王
538,Throh,ナゲキ,Judokrak,Jiutesto,Throh,Throh,던지미,投摔鬼,投摔鬼
539,Sawk,ダゲキ,Karaclée,Karadonis,Sawk,Sawk,타격귀,打擊鬼,打击鬼
540,Sewaddle,クルミル,Larvayette,Strawickl,Sewaddle,Sewaddle,두르보,蟲寶包,虫宝包
541,Swadloon,クルマユ,Couverdure,Folikon,Swadloon,Swadloon,두르쿤,寶包繭,宝包茧
542,Leavanny,ハハコモリ,Manternel,Matrifol,Leavanny,Leavanny,모아머,保母蟲,保母虫
543,Venipede,フシデ,Venipatte,Toxiped,Venipede,Venipede,마디네,百足蜈蚣,百足蜈蚣
544,Whirlipede,ホイーガ,Scobolide,Rollum,Whirlipede,Whirlipede,휠구,車輪毬,车轮毬
545,Scoliopede,ペンドラー,Brutapode,Cerapendra,Scoliopede,Scoliopede,펜드라,蜈蚣王,蜈蚣王
546,Cottonee,モンメン,Doudouvet,Waumboll,Cottonee,Cottonee,소미안,木棉球,木棉球
547,Whimsicott,エルフーン,Farfaduvet,Elfun,Whimsicott,Whimsicott,엘풍,風妖精,风妖精
548,Petilil,チュリネ,Chlorobule,Lilminip,Petilil,Petilil,치릴리,百合根娃娃,百合根娃娃
549,Lilligant,ドレヂィア,Fragilady,Dressella,Lilligant,Lilligant,드레디어,裙兒小姐,裙儿小姐
550,Basculin,バスラオ,Bargantua,Barschuft,Basculin,Basculin,배쓰나이,野蠻鱸魚,野蛮鲈鱼
551,Sandile,メグロコ,Mascaïman,Ganovil,Sandile,Sandile,깜눈크,黑眼鱷,黑眼鳄
552,Krokorok,ワルビル,Escroco,Rokkaiman,Krokorok,Krokorok,악비르,混混鱷,混混鳄
553,Krookodile,ワルビアル,Crocorible,Rabigator,Krookodile,Krookodile,악비아르,流氓鱷,流氓鳄
554,Darumaka,ダルマッカ,Darumarond,Flampion,Darumaka,Darumaka,달막화,火紅不倒翁,火红不倒翁
555,Darmanitan,ヒヒダルマ,Darumacho,Flampivian,Darmanitan,Darmanitan,불비달마,達摩狒狒,达摩狒狒
556,Maractus,マラカッチ,Maracachi,Maracamba,Maractus,Maractus,마라카치,沙鈴仙人掌,沙铃仙人掌
557,Dwebble,イシズマイ,Crabicoque,Lithomith,Dwebble,Dwebble,돌살이,石居蟹,石居蟹
558,Crustle,イワパレス,Crabaraque,Castellith,Crustle,Crustle,암팰리스,岩殿居蟹,岩殿居蟹
559,Scraggy,ズルッグ,Baggiguane,Zurrokex,Scraggy,Scraggy,곤율랭,滑滑小子,滑滑小子
560,Scrafty,ズルズキン,Baggaïd,Irokex,Scrafty,Scrafty,곤율거니,頭巾混混,头巾混混
561,Sigilyph,シンボラー,Cryptéro,Symvolara,Sigilyph,Sigilyph,심보러,象徵鳥,象征鸟
562,Yamask,デスマス,Tutafeh,Makabaja,Yamask,Yamask,데스마스,哭哭面具,哭哭面具
563,Cofagrigus,デスカーン,Tutankafer,Echnatoll,Cofagrigus,Cofagrigus,데스니칸,死神棺,迭失棺
564,Tirtouga,プロトーガ,Carapagos,Galapaflos,Tirtouga,Tirtouga,프로토가,原蓋海龜,原盖海龟
565,Carracosta,アバゴーラ,Mégapagos,Karippas,Carracosta,Carracosta,늑골라,肋骨海龜,肋骨海龟
566,Archen,アーケン,Arkéapti,Flapteryx,Archen,Archen,아켄,始祖小鳥,始祖小鸟
567,Archeops,アーケオス,Aéroptéryx,Aeropteryx,Archeops,Archeops,아케오스,始祖大鳥,始祖大鸟
568,Trubbish,ヤブクロン,Miamiasme,Unratütox,Trubbish,Trubbish,깨봉이,破破袋,破破袋
569,Garbodor,ダストダス,Miasmax,Deponitox,Garbodor,Garbodor,더스트나,灰塵山,灰尘山
570,Zorua,ゾロア,Zorua,Zorua,Zorua,Zorua,조로아,索羅亞,索罗亚
571,Zoroark,ゾロアーク,Zoroark,Zoroark,Zoroark,Zoroark,조로아크,索羅亞克,索罗亚克
572,Minccino,チラーミィ,Chinchidou,Picochilla,Minccino,Minccino,치라미,泡沫栗鼠,泡沫栗鼠
573,Cinccino,チラチーノ,Pashmilla,Chillabell,Cinccino,Cinccino,치라치노,奇諾栗鼠,奇诺栗鼠
574,Gothita,ゴチム,Scrutella,Mollimorba,Gothita,Gothita,고디탱,哥德寶寶,哥德宝宝
575,Gothorita,ゴチミル,Mesmérella,Hypnomorba,Gothorita,Gothorita,고디보미,哥德小童,哥德小童
576,Gothitelle,ゴチルゼル,Sidérella,Morbitesse,Gothitelle,Gothitelle,고디모아젤,哥德小姐,哥德小姐
577,Solosis,ユニラン,Nucléos,Monozyto,Solosis,Solosis,유니란,單卵細胞球,单卵细胞球
578,Duosion,ダブラン,Méios,Mitodos,Duosion,Duosion,듀란,雙卵細胞球,双卵细胞球
579,Reuniclus,ランクルス,Symbios,Zytomega,Reuniclus,Reuniclus,란쿨루스,人造細胞卵,人造细胞卵
580,Ducklett,コアルヒー,Couaneton,Piccolente,Ducklett,Ducklett,꼬지보리,鴨寶寶,鸭宝宝
581,Swanna,スワンナ,Lakmécygne,Swaroness,Swanna,Swanna,스완나,舞天鵝,舞天鹅
582,Vanillite,バニプッチ,Sorbébé,Gelatini,Vanillite,Vanillite,바닐프티,迷你冰,迷你冰
583,Vanillish,バニリッチ,Sorboul,Gelatroppo,Vanillish,Vanillish,바닐리치,多多冰,多多冰
584,Vanilluxe,バイバニラ,Sorbouboul,Gelatwino,Vanilluxe,Vanilluxe,배바닐라,雙倍多多冰,双倍多多冰
585,Deerling,シキジカ,Vivaldaim,Sesokitz,Deerling,Deerling,사철록,四季鹿,四季鹿
586,Sawsbuck,メブキジカ,Haydaim,Kronjuwild,Sawsbuck,Sawsbuck,바라철록,萌芽鹿,萌芽鹿
587,Emolga,エモンガ,Emolga,Emolga,Emolga,Emolga,에몽가,電飛鼠,电飞鼠
588,Karrablast,カブルモ,Carabing,Laukaps,Karrablast,Karrablast,딱정곤,蓋蓋蟲,盖盖虫
589,Escavalier,シュバルゴ,Lançargot,Cavalanzas,Escavalier,Escavalier,슈바르고,騎士蝸牛,骑士蜗牛
590,Foongus,タマゲタケ,Trompignon,Tarnpignon,Foongus,Foongus,깜놀버슬,哎呀球菇,哎呀球菇
591,Amoongus,モロバレル,Gaulet,Hutsassa,Amoongus,Amoongus,뽀록나,敗露球菇,败露球菇
592,Frillish,プルリル,Viskuse,Quabbel,Frillish,Frillish,탱그릴,輕飄飄,轻飘飘
593,Jellicent,ブルンゲル,Moyade,Apoquallyp,Jellicent,Jellicent,탱탱겔,胖嘟嘟,胖嘟嘟
594,Alomomola,ママンボウ,Mamambo,Mamolida,Alomomola,Alomomola,맘복치,保母曼波,保母曼波
595,Joltik,バチュル,Statitik,Wattzapf,Joltik,Joltik,피쪼옥,電電蟲,电电虫
596,Galvantula,デンチュラ,Mygavolt,Voltula,Galvantula,Galvantula,전툴라,電蜘蛛,电蜘蛛
597,Ferroseed,テッシード,Grindur,Kastadur,Ferroseed,Ferroseed,철시드,種子鐵球,种子铁球
598,Ferrothorn,ナットレイ,Noacier,Tentantel,Ferrothorn,Ferrothorn,너트령,堅果啞鈴,坚果哑铃
599,Klink,ギアル,Tic,Klikk,Klink,Klink,기어르,齒輪兒,齿轮儿
600,Klang,ギギアル,Clic,Kliklak,Klang,Klang,기기어르,齒輪組,齿轮组
601,Klinklang,ギギギアル,Cliticlic,Klikdiklak,Klinklang,Klinklang,기기기어르,齒輪怪,齿轮怪
602,Tynamo,シビシラス,Anchwatt,Zapplardin,Tynamo,Tynamo,저리어,麻麻小魚,麻麻小鱼
603,Eelektrik,シビビール,Lampéroie,Zapplalek,Eelektrik,Eelektrik,저리릴,麻麻鰻,麻麻鳗
604,Eelektross,シビルドン,Ohmassacre,Zapplarang,Eelektross,Eelektross,저리더프,麻麻鰻魚王,麻麻鳗鱼王
605,Elgyem,リグレー,Lewsor,Pygraulon,Elgyem,Elgyem,리그레,小灰怪,小灰怪
606,Beheeyem,オーベム,Neitram,Megalon,Beheeyem,Beheeyem,벰크,大宇怪,大宇怪
607,Litwick,ヒトモシ,Funécire,Lichtel,Litwick,Litwick,불켜미,燭光靈,烛光灵
608,Lampent,ランプラー,Mélancolux,Laternecto,Lampent,Lampent,램프라,燈火幽靈,灯火幽灵
609,Chandelure,シャンデラ,Lugulabre,Skelabra,Chandelure,Chandelure,샹델라,水晶燈火靈,水晶灯火灵
610,Axew,キバゴ,Coupenotte,Milza,Axew,Axew,터검니,牙牙,牙牙
611,Fraxure,オノンド,Incisache,Sharfax,Fraxure,Fraxure,액슨도,斧牙龍,斧牙龙
612,Haxorus,オノノクス,Tranchodon,Maxax,Haxorus,Haxorus,액스라이즈,雙斧戰龍,双斧战龙
613,Cubchoo,クマシュン,Polarhume,Petznief,Cubchoo,Cubchoo,코고미,噴嚏熊,喷嚏熊
614,Beartic,ツンビアー,Polagriffe,Siberio,Beartic,Beartic,툰베어,凍原熊,冻原熊
615,Cryogonal,フリージオ,Hexagel,Frigometri,Cryogonal,Cryogonal,프리지오,幾何雪花,几何雪花
616,Shelmet,チョボマキ,Escargaume,Schnuthelm,Shelmet,Shelmet,쪼마리,小嘴蝸,小嘴蜗
617,Accelgor,アギルダー,Limaspeed,Hydragil,Accelgor,Accelgor,어지리더,敏捷蟲,敏捷虫
618,Stunfisk,マッギョ,Limonde,Flunschlik,Stunfisk,Stunfisk,메더,泥巴魚,泥巴鱼
619,Mienfoo,コジョフー,Kungfouine,Lin-Fu,Mienfoo,Mienfoo,비조푸,功夫鼬,功夫鼬
620,Mienshao,コジョンド,Shaofouine,Wie-Shu,Mienshao,Mienshao,비조도,師父鼬,师父鼬
621,Druddigon,クリムガン,Drakkarmin,Shardrago,Druddigon,Druddigon,크리만,赤面龍,赤面龙
622,Golette,ゴビット,Gringolem,Golbit,Golette,Golette,골비람,泥偶小人,泥偶小人
623,Golurk,ゴルーグ,Golemastoc,Golgantes,Golurk,Golurk,골루그,泥偶巨人,泥偶巨人
624,Pawniard,コマタナ,Scalpion,Gladiantri,Pawniard,Pawniard,자망칼,駒刀小兵,驹刀小兵
625,Bisharp,キルキザン,Scalproie,Caesurio,Bisharp,Bisharp,절각참,劈斬司令,劈斩司令
626,Bouffalant,バッフロン,Frison,Bisofank,Bouffalant,Bouffalant,버프론,爆炸頭水牛,爆炸头水牛
627,Rufflet,ワシボン,Furaiglon,Geronimatz,Rufflet,Rufflet,수리둥보,毛頭小鷹,毛头小鹰
628,Braviary,ウォーグル,Gueriaigle,Washakwil,Braviary,Braviary,워글,勇士雄鷹,勇士雄鹰
629,Vullaby,バルチャイ,Vostourno,Skallyk,Vullaby,Vullaby,벌차이,禿鷹丫頭,秃鹰丫头
630,Mandibuzz,バルジーナ,Vaututrice,Grypheldis,Mandibuzz,Mandibuzz,버랜지나,禿鷹娜,秃鹰娜
631,Heatmor,クイタラン,Aflamanoir,Furnifraß,Heatmor,Heatmor,앤티골,熔蟻獸,熔蚁兽
632,Durant,アイアント,Fermite,Fermicula,Durant,Durant,아이앤트,鐵蟻,铁蚁
633,Deino,モノズ,Solochi,Kapuno,Deino,Deino,모노두,單首龍,单首龙
634,Zweilous,ジヘッド,Diamat,Duodino,Zweilous,Zweilous,디헤드,雙首暴龍,双首暴龙
635,Hydreigon,サザンドラ,Trioxhydre,Trikephalo,Hydreigon,Hydreigon,삼삼드래,三首惡龍,三首恶龙
636,Larvesta,メラルバ,Pyronille,Ignivor,Larvesta,Larvesta,활화르바,燃燒蟲,燃烧虫
637,Volcarona,ウルガモス,Pyrax,Ramoth,Volcarona,Volcarona,불카모스,火神蛾,火神蛾
638,Cobalion,コバルオン,Cobaltium,Kobalium,Cobalion,Cobalion,코바르온,勾帕路翁,勾帕路翁
639,Terrakion,テラキオン,Terrakium,Terrakium,Terrakion,Terrakion,테라키온,代拉基翁,代拉基翁
640,Virizion,ビリジオン,Viridium,Viridium,Virizion,Virizion,비리디온,畢力吉翁,毕力吉翁
641,Tornadus,トルネロス,Boréas,Boreos,Tornadus,Tornadus,토네로스,龍捲雲,龙卷云
642,Thundurus,ボルトロス,Fulguris,Voltolos,Thundurus,Thundurus,볼트로스,雷電雲,雷电云
643,Reshiram,レシラム,Reshiram,Reshiram,Reshiram,Reshiram,레시라무,萊希拉姆,萊希拉姆
644,Zekrom,ゼクロム,Zekrom,Zekrom,Zekrom,Zekrom,제크로무,捷克羅姆,捷克罗姆
645,Landorus,ランドロス,Démétéros,Demeteros,Landorus,Landorus,랜드로스,土地雲,土地云
646,Kyurem,キュレム,Kyurem,Kyurem,Kyurem,Kyurem,큐레무,酋雷姆,酋雷姆
647,Keldeo,ケルヂィオ,Keldeo,Keldeo,Keldeo,Keldeo,케르디오,凱路迪歐,凯路迪欧
648,Meloetta,メロエッタ,Meloetta,Meloetta,Meloetta,Meloetta,메로엣타,美洛耶塔,美洛耶塔
649,Genesect,ゲノセクト,Genesect,Genesect,Genesect,Genesect,게노세크트,蓋諾賽克特,盖诺赛克特
650,Chespin,ハリマロン,Marisson,Igamaro,Chespin,Chespin,도치마론,哈力栗,哈力栗
651,Quilladin,ハリボーグ,Boguérisse,Igastarnish,Quilladin,Quilladin,도치보구,胖胖哈力,胖胖哈力
652,Chesnaught,ブリガロン,Blindépique,Brigaron,Chesnaught,Chesnaught,브리가론,布里卡隆,布里卡隆
653,Fennekin,フォッコ,Feunnec,Fynx,Fennekin,Fennekin,푸호꼬,火狐狸,火狐狸
654,Braixen,テールナー,Roussil,Rutena,Braixen,Braixen,테르나,長尾火狐,长尾火狐
655,Delphox,マフォクシー,Goupelin,Fennexis,Delphox,Delphox,마폭시,妖火紅狐,妖火红狐
656,Froakie,ケロマツ,Grenousse,Froxy,Froakie,Froakie,개구마르,呱呱泡蛙,呱呱泡蛙
657,Frogadier,ゲコガシラ,Crôaporal,Amphizel,Frogadier,Frogadier,개굴반장,呱頭蛙,呱头蛙
658,Greninja,ゲッコウガ,Amphinobi,Quajutsu,Greninja,Greninja,개굴닌자,甲賀忍蛙,甲贺忍蛙
659,Bunnelby,ホルビー,Sapereau,Scoppel,Bunnelby,Bunnelby,파르빗,掘掘兔,掘掘兔
660,Diggersby,ホルード,Excavarenne,Grebbit,Diggersby,Diggersby,파르토,掘地兔,掘地兔
661,Fletchling,ヤヤコマ,Passerouge,Dartiri,Fletchling,Fletchling,화살꼬빈,小箭雀,小箭雀
662,Fletchinder,ヒノヤコマ,Braisillon,Dartignis,Fletchinder,Fletchinder,불화살빈,火箭雀,火箭雀
663,Talonflame,ファイアロー,Flambuzard,Fiaro,Talonflame,Talonflame,파이어로,烈箭鷹,烈箭鹰
664,Scatterbug,コフキムシ,Lépidonille,Purmel,Scatterbug,Scatterbug,분이벌레,粉蝶蟲,粉蝶虫
665,Spewpa,コフーライ,Pérégrain,Puponcho,Spewpa,Spewpa,분떠도리,粉蝶蛹,粉蝶蛹
666,Vivillon,ビビヨン,Prismillon,Vivillon,Vivillon,Vivillon,비비용,彩粉蝶,彩粉蝶
667,Litleo,シシコ,Hélionceau,Leufeo,Litleo,Litleo,레오꼬,小獅獅,小狮狮
668,Pyroar,カエンジシ,Némélios,Pyroleo,Pyroar,Pyroar,화염레오,火炎獅,火炎狮
669,Flabébé,フラベベ,Flabébé,Flabébé,Flabébé,Flabébé,플라베베,花蓓蓓,花蓓蓓
670,Floette,フラエッテ,Floette,Floette,Floette,Floette,플라엣테,花葉蒂,花叶蒂
671,Florges,フラージェス,Florges,Florges,Florges,Florges,플라제스,花潔夫人,花洁夫人
672,Skiddo,メェークル,Cabriolaine,Mähikel,Skiddo,Skiddo,메이클,坐騎小羊,坐骑小羊
673,Gogoat,ゴーゴート,Chevroum,Chevrumm,Gogoat,Gogoat,고고트,坐騎小羊,坐骑小羊
674,Pancham,ヤンチャム,Pandespiègle,Pam-Pam,Pancham,Pancham,판짱,頑皮熊貓,顽皮熊猫
675,Pangoro,ゴロンダ,Pandarbare,Pandagro,Pangoro,Pangoro,부란다,流氓熊貓,霸道熊猫
676,Furfrou,トリミアン,Couafarel,Coiffwaff,Furfrou,Furfrou,트리미앙,多麗米亞,多丽米亚
677,Espurr,ニャスパー,Psystigri,Psiau,Espurr,Espurr,냐스퍼,妙喵,妙喵
678,Meowstic,ニャオニクス,Mistigrix,Psiaugon,Meowstic,Meowstic,냐오닉스,超能妙喵,超能妙喵
679,Honedge,ヒトツキ,Monorpale,Gramokles,Honedge,Honedge,단칼빙,獨劍鞘,独剑鞘
680,Doublade,ニダンギル,Dimoclès,Duokles,Doublade,Doublade,쌍검킬,雙劍鞘,双剑鞘
681,Aegislash,ギルガルド,Exagide,Durengard,Aegislash,Aegislash,킬가르도,堅盾劍怪,坚盾剑怪
682,Spritzee,シュシュプ,Fluvetin,Parfi,Spritzee,Spritzee,슈쁘,粉香香,粉香香
683,Aromatisse,フレフワン,Cocotine,Parfinesse,Aromatisse,Aromatisse,프레프티르,芳香精,芳香精
684,Swirlix,ペロッパフ,Sucroquin,Flauschling,Swirlix,Swirlix,나룸퍼프,綿綿泡芙,绵绵泡芙
685,Slurpuff,ペロリーム,Cupcanaille,Sabbaione,Slurpuff,Slurpuff,나루림,胖甜妮,胖甜妮
686,Inkay,マーイーカ,Sepiatop,Iscalar,Inkay,Inkay,오케이징,好啦魷,好啦鱿
687,Malamar,カラマネロ,Sepiatroce,Calamanero,Malamar,Malamar,칼라마네로,烏賊王,乌贼王
688,Binacle,カメテテ,Opermine,Bithora,Binacle,Binacle,거북손손,龜腳腳,龟脚脚
689,Barbaracle,ガメノデス,Golgopathe,Thanathora,Barbaracle,Barbaracle,거북손데스,龜足巨鎧,龟足巨铠
690,Skrelp,クズモー,Venalgue,Algitt,Skrelp,Skrelp,수레기,垃垃藻,垃垃藻
691,Dragalge,ドラミドロ,Kravarech,Tandrak,Dragalge,Dragalge,드래캄,毒藻龍,毒藻龙
692,Clauncher,ウデッポウ,Flingouste,Scampisto,Clauncher,Clauncher,완철포,鐵臂槍蝦,铁臂枪虾
693,Clawitzer,ブロスター,Gamblast,Wummer,Clawitzer,Clawitzer,블로스터,鋼炮臂蝦,钢炮臂虾
694,Helioptile,エリキテル,Galvaran,Eguana,Helioptile,Helioptile,목도리키텔,傘電蜥,伞电蜥
695,Heliolisk,エレザード,Iguolta,Elezard,Heliolisk,Heliolisk,일레도리자드,光電傘蜥,光电伞蜥
696,Tyrunt,チゴラス,Ptyranidur,Balgoras,Tyrunt,Tyrunt,티고라스,寶寶暴龍,宝宝暴龙
697,Tyrantrum,ガチゴラス,Rexilius,Monargoras,Tyrantrum,Tyrantrum,견고라스,怪顎龍,怪颚龙
698,Amaura,アマルス,Amagara,Amarino,Amaura,Amaura,아마루스,冰雪龍,冰雪龙
699,Aurorus,アマルルガ,Dragmara,Amagarga,Aurorus,Aurorus,아마루르가,冰雪巨龍,冰雪巨龙
700,Sylveon,ニンフィア,Nymphali,Feelinara,Sylveon,Sylveon,님피아,仙子伊布,仙子伊布
701,Hawlucha,ルチャブル,Brutalibré,Resladero,Hawlucha,Hawlucha,루차불,摔角鷹人,摔角鹰人
702,Dedenne,デデンネ,Dédenne,Dedenne,Dedenne,Dedenne,데덴네,咚咚鼠,咚咚鼠
703,Carbink,メレシー,Strassie,Rocara,Carbink,Carbink,멜리시,小碎鑽,小碎钻
704,Goomy,ヌメラ,Mucuscule,Viscora,Goomy,Goomy,미끄메라,黏黏寶,黏黏宝
705,Sliggoo,ヌメイル,Colimucus,Viscargot,Sliggoo,Sliggoo,미끄네일,黏美兒,黏美儿
706,Goodra,ヌメルゴン,Muplodocus,Viscogon,Goodra,Goodra,미끄래곤,黏美龍,黏美龙
707,Klefki,クレッフィ,Trousselin,Clavion,Klefki,Klefki,클레피,鑰圈兒,钥圈儿
708,Phantump,ボクレー,Brocélôme,Paragoni,Phantump,Phantump,나목령,小木靈,小木灵
709,Trevenant,オーロット,Desséliandre,Trombork,Trevenant,Trevenant,대로트,朽木妖,朽木妖
710,Pumpkaboo,バケッチャ,Pitrouille,Irrbis,Pumpkaboo,Pumpkaboo,호바귀,南瓜精,南瓜精
711,Gourgeist,パンプジン,Banshitrouye,Pumpdjinn,Gourgeist,Gourgeist,펌킨인,南瓜怪人,南瓜怪人
712,Bergmite,カチコール,Grelaçon,Arktip,Bergmite,Bergmite,꽁어름,冰寶,冰宝
713,Avalugg,クレベース,Séracrawl,Arktilas,Avalugg,Avalugg,크레베이스,冰岩怪,冰岩怪
714,Noibat,オンバット,Sonistrelle,eF-eM,Noibat,Noibat,음뱃,嗡蝠,嗡蝠
715,Noivern,オンバーン,Bruyverne,UHaFnir,Noivern,Noivern,음번,音波龍,音波龙
716,Xerneas,ゼルネアス,Xerneas,Xerneas,Xerneas,Xerneas,제르네아스,哲爾尼亞斯,哲尔尼亚斯
717,Yveltal,イベルタル,Yveltal,Yveltal,Yveltal,Yveltal,이벨타르,伊裴爾塔爾,伊裴尔塔尔
718,Zygarde,ジガルデ,Zygarde,Zygarde,Zygarde,Zygarde,지가르데,伊裴爾塔爾,伊裴尔塔尔
719,Diancie,ヂィアンシー,Diancie,Diancie,Diancie,Diancie,디안시,蒂安希,蒂安希
720,Hoopa,フーパ,Hoopa,Hoopa,Hoopa,Hoopa,후파,胡帕,胡帕
721,Volcanion,ボルケニオン,Volcanion,Volcanion,Volcanion,Volcanion,볼케니온,波爾凱尼恩,波尔凯尼恩
722,Rowlet,モクロー,Brindibou,Bauz,Rowlet,Rowlet,나몰빼미,木木梟,木木枭
723,Dartrix,フクスロー,Efflèche,Arboretoss,Dartrix,Dartrix,빼미스로우,投羽梟,投羽枭
724,Decidueye,ジュナイパー,Archéduc,Silvarro,Decidueye,Decidueye,모크나이퍼,狙射樹梟,狙射树枭
725,Litten,ニャビー,Flamiaou,Flamiau,Litten,Litten,냐오불,火斑喵,火斑喵
726,Torracat,ニャヒート,Matoufeu,Miezunder,Torracat,Torracat,냐오히트,炎熱喵,炎热喵
727,Incineroar,ガオガエン,Félinferno,Fuegro,Incineroar,Incineroar,어흥염,熾焰咆哮虎,炽焰咆哮虎
728,Popplio,アシマリ,Otaquin,Robball,Popplio,Popplio,누리공,球球海獅,球球海狮
729,Brionne,オシャマリ,Otarlette,Marikeck,Brionne,Brionne,키요공,花漾海獅,花漾海狮
730,Primarina,アシレーヌ,Oratoria,Primarene,Primarina,Primarina,누리레느,西獅海壬,西狮海壬
731,Pikipek,ツツケラ,Picassaut,Peppeck,Pikipek,Pikipek,콕코구리,小篤兒,小笃儿
732,Trumbeak,ケララッパ,Piclairon,Trompeck,Trumbeak,Trumbeak,크라파,喇叭啄鳥,喇叭啄鸟
733,Toucannon,ドデカバシ,Bazoukan,Tukanon,Toucannon,Toucannon,왕큰부리,銃嘴大鳥,铳嘴大鸟
734,Yungoos,ヤングース,Manglouton,Mangunior,Yungoos,Yungoos,영구스,貓鼬少,猫鼬少
735,Gumchoos,デカグース,Argouste,Manguspektor,Gumchoos,Gumchoos,형사구스,貓鼬探長,猫鼬探长
736,Grubbin,アゴジムシ,Larvibule,Mabula,Grubbin,Grubbin,턱지충이,強顎雞母蟲,强颚鸡母虫
737,Charjabug,デンジムシ,Chrysapile,Akkup,Charjabug,Charjabug,전지충이,蟲電寶,虫电宝
738,Vikavolt,クワガノン,Lucanon,Donarion,Vikavolt,Vikavolt,투구뿌논,鍬農炮蟲,锹农炮虫
739,Crabrawler,マケンカニ,Crabagarre,Krabbox,Crabrawler,Crabrawler,오기지게,好勝蟹,好胜蟹
740,Crabominable,ケケンカニ,Crabominable,Krawell,Crabominable,Crabominable,모단단게,好勝毛蟹,好胜毛蟹
741,Oricorio,オドリドリ,Plumeline,Choreogel,Oricorio,Oricorio,춤추새,花舞鳥,花舞鸟
